Date,latent_factor_monthly_mean,latent_factor_monthly_last,inflation_rate_pct,price_index_full,price_index_rebased
2016-12-31,9.95366651468727,10.231720967824314,0.0,2436.6990918269125,126.30073986076913
2017-01-31,6.56082430062747,3.921360346991352,0.6,2451.3192863778736,127.05854429993371
2017-02-28,3.8609096245977006,4.048836475872775,0.3,2458.673244237007,127.43971993283353
2017-03-31,3.731683351312706,2.640443464427145,0.1,2461.131917481244,127.56715965276634
2017-04-30,1.8581297420299188,-0.2359808072974514,0.3,2468.5153132336873,127.94986113172462
2017-05-31,-1.108873827486305,-3.615472142451095,0.1,2470.983828546921,128.07781099285634
2017-06-30,-3.390908506966042,-4.606740809005299,0.1,2473.4548123754676,128.20588880384918
2017-07-31,-6.315339380539477,-10.30190234253503,-0.1,2470.981357563092,128.07768291504533
2017-08-31,-9.378128305917027,-11.393183764143698,0.3,2478.394301635781,128.46191596379046
2017-09-30,-12.345064853678707,-11.876994459029325,0.5,2490.7862731439595,129.10422554360937
2017-10-31,-11.272278845311199,-10.806525707881615,-0.1,2488.2954868708157,128.9751213180658
2017-11-30,-12.251704811197026,-13.198775080521834,0.0,2488.2954868708157,128.9751213180658
2017-12-31,-13.56153162755717,-15.980674211595607,-0.1,2485.807191383945,128.84614619674772
2018-01-31,-18.835892603193404,-20.17642917183577,0.5,2498.2362273408644,129.49037692773143
2018-02-28,-15.58013899636027,-14.05652795687213,0.5,2510.7274084775686,130.1378288123701
2018-03-31,-14.966417983968057,-14.029549587011468,0.2,2515.7488632945237,130.39810446999482
2018-04-30,-14.184597103577222,-12.604750563661955,0.4,2525.811858747702,130.9196968878748
2018-05-31,-11.480934246953446,-9.888177559389923,0.4,2535.9151061826924,131.4433756754263
2018-06-30,-9.95313297252037,-8.827115715279344,0.2,2540.9869363950575,131.70626242677713
2018-07-31,-9.413226132432737,-9.422270752316267,0.0,2540.9869363950575,131.70626242677713
2018-08-31,-8.09764241195385,-8.74401260886501,0.1,2543.5279233314523,131.8379686892039
2018-09-30,-9.30938720665861,-9.5297230234764,0.1,2546.0714512547834,131.9698066578931
2018-10-31,-6.47566909692182,-3.3899155881468377,0.2,2551.163594157293,132.23374627120887
2018-11-30,-2.930208364458022,-1.6630854849442591,-0.3,2543.510103374821,131.83704503239522
2018-12-31,-0.05727940613020633,-0.00035290883045,-0.3,2535.8795730646966,131.44153389729806
2019-01-31,-2.158497862783092,-4.070131494257649,0.2,2540.951332210826,131.70441696509266
2019-02-28,-3.602468813391485,-4.261255421927592,0.4,2551.1151375396694,132.23123463295303
2019-03-31,-3.636319033506928,-3.484094479332042,0.6,2566.4218283649075,133.02462204075076
2019-04-30,-4.270140853120854,-4.276063423917164,0.5,2579.2539375067317,133.68974515095448
2019-05-31,-2.27583792914582,-1.0324125169294265,0.2,2584.4124453817453,133.9571246412564
2019-06-30,-4.100719339943167,-6.4808211103485,0.0,2584.4124453817453,133.9571246412564
2019-07-31,-5.9609106596212476,-3.820530523041645,0.2,2589.581270272509,134.2250388905389
2019-08-31,-4.277705561927234,-3.3023673097802164,0.0,2589.581270272509,134.2250388905389
2019-09-30,-4.471792779672783,-2.4141383780278254,0.1,2592.170851542781,134.35926392942943
