Date,latent_factor
2023-11-17,7.056573015189756
2023-11-20,6.373683521540948
2023-11-21,6.117971619255761
2023-11-22,6.359058515882221
2023-11-23,6.3108383278659606
2023-11-24,5.5660753682071595
2023-11-27,5.286613802580551
2023-11-28,4.27724768607405
2023-11-29,4.187193025942444
2023-11-30,5.1365288985784785
2023-12-01,4.465894288532881
2023-12-04,5.647606528331921
2023-12-05,6.098880066625293
2023-12-06,6.403494127507266
2023-12-07,5.739496721686871
2023-12-08,6.010191501514398
2023-12-11,6.463675483912629
2023-12-12,6.218460748534611
2023-12-13,4.525084476893367
2023-12-14,3.281662117814836
2023-12-15,3.986480732873266
2023-12-18,3.8087741722015
2023-12-19,3.12152727230115
2023-12-20,3.8640095332791686
2023-12-21,3.082974982032726
2023-12-22,2.5451343399469475
2023-12-25,2.496917267035691
2023-12-26,1.809096059521442
2023-12-27,1.0327518228769665
2023-12-28,1.6222262077329794
2023-12-29,1.7294531999312082
2024-01-01,1.683952033832903
2024-01-02,3.0470805180003744
2024-01-03,3.6228483279160386
2024-01-04,3.6130086543922046
2024-01-05,3.09145896783237
2024-01-08,3.232210285097049
2024-01-09,3.2687761045878228
2024-01-10,3.1256990749680473
2024-01-11,2.7787964746845635
2024-01-12,2.6346025380684157
2024-01-15,2.5850455232052156
2024-01-16,4.274445049946634
2024-01-17,4.993112770901119
2024-01-18,4.445668978404664
2024-01-19,3.801137303639546
2024-01-22,3.6788939246853247
2024-01-23,3.6272456942166067
2024-01-24,3.600109674425661
2024-01-25,3.7050481965031614
2024-01-26,3.443225981237092
2024-01-29,3.60770465869475
2024-01-30,3.103084195958016
2024-01-31,3.544072921803977
2024-02-01,3.0216308082367123
2024-02-02,4.247442380024
2024-02-05,4.7851683438235275
2024-02-06,4.041299309244864
2024-02-07,3.7044072587064205
2024-02-08,3.550959698608081
2024-02-09,3.5389099636030514
2024-02-12,4.06045032696992
2024-02-13,5.817362504628966
2024-02-14,5.156807770401839
2024-02-15,4.249583539859512
2024-02-16,4.073276336079908
2024-02-19,4.035514214736804
2024-02-20,4.174710421923716
2024-02-21,4.069951539267776
2024-02-22,3.621144157589375
2024-02-23,3.300633008111873
2024-02-26,3.104808543257866
2024-02-27,2.8504284367388952
2024-02-28,3.1102149597193964
2024-02-29,2.9659807283763544
2024-03-01,1.8557810235156875
2024-03-04,1.6160593449492962
2024-03-05,1.8238513695457799
2024-03-06,1.0708007137752198
2024-03-07,0.32020097916493406
2024-03-08,0.17831596671670194
2024-03-11,0.4218606790954906
2024-03-12,0.2886490540334278
2024-03-13,-0.32381004386192785
2024-03-14,0.45041661469317257
2024-03-15,0.6101949133193391
2024-03-18,0.519445390346103
2024-03-19,0.48805077830045773
2024-03-20,-0.43068880241956076
2024-03-21,0.1441290948751684
2024-03-22,0.8538880336562029
2024-03-25,0.478720330073809
2024-03-26,0.4594950197258391
2024-03-27,0.11678455713868012
2024-03-28,-0.1211915437760464
2024-03-29,-0.165579985079282
2024-04-01,0.2195162132377887
2024-04-02,-0.13917823924442016
2024-04-03,-1.10589972569497
2024-04-04,-0.4829609902895972
2024-04-05,-0.8925118503445174
2024-04-08,-1.4949760487542008
2024-04-09,-1.6312382362298692
2024-04-10,-0.08361354416711182
2024-04-11,-0.7804188717721282
2024-04-12,1.0758517094065907
2024-04-15,1.3778418726818338
2024-04-16,1.1595888483214714
2024-04-17,1.21879102176345
2024-04-18,1.2640680242649647
2024-04-19,1.367426802180519
2024-04-22,1.432971034087102
2024-04-23,0.6443227725088655
2024-04-24,0.9869675787778833
